service,num_cuad,perc_not_comp-1,perc_not_comp-2,perc_not_comp-3,perc_not_comp-9,perc_reprog-1,perc_reprog-2,perc_reprog-3,perc_reprog-9,dpy_1_Pozo.BM,perc_completed_corr_Pozo.BM,dpy_corr_Pozo.BM,total_work_load_py,task_completed_time_py,task_not_completed_time_py,total_ava_time_py,overtime_py,ontime_py,freetime_py
Recorredores,12,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,25056,0,83.0833333333333,24972.9166666667
Recorredores,1,0,0,0,0,0.4,0.206896551724138,0,0.36150234741784,NA,1,27.8086975013009,110.25,110.25,0,2088,0,110.25,1977.75
Recorredores,2,0,0,0,0,0.4,0.172413793103448,0,0.356807511737089,NA,1,27.2670308346342,110.25,110.25,0,4176,0,110.25,4065.75
Recorredores,3,0,0,0,0,0.2,0.155172413793103,0,0.342723004694836,NA,1,27.2670308346342,110.25,110.25,0,6264,0,110.25,6153.75
Recorredores,4,0,0,0,0,0.2,0.155172413793103,0,0.333333333333333,NA,1,27.2670308346342,110.25,110.25,0,8352,0,110.25,8241.75
Recorredores,5,0,0,0,0,0.2,0.155172413793103,0,0.323943661971831,NA,1,27.2670308346342,110.25,110.25,0,10440,0,110.25,10329.75
Recorredores,6,0,0,0,0,0.2,0.155172413793103,0,0.309859154929577,NA,1,27.2670308346342,110.25,110.25,0,12528,0,110.25,12417.75
Recorredores,7,0,0,0,0,0.2,0.155172413793103,0,0.309859154929577,NA,1,27.2670308346342,110.25,110.25,0,14616,0,110.25,14505.75
Recorredores,8,0,0,0,0,0.2,0.155172413793103,0,0.309859154929577,NA,1,27.2670308346342,110.25,110.25,0,16704,0,110.25,16593.75
Recorredores,9,0,0,0,0,0.2,0.155172413793103,0,0.309859154929577,NA,1,27.2670308346342,110.25,110.25,0,18792,0,110.25,18681.75
Recorredores,10,0,0,0,0,0.2,0.155172413793103,0,0.309859154929577,NA,1,27.2670308346342,110.25,110.25,0,20880,0,110.25,20769.75
Recorredores,11,0,0,0,0,0.2,0.155172413793103,0,0.309859154929577,NA,1,27.2670308346342,110.25,110.25,0,22968,0,110.25,22857.75
Recorredores,12,0,0,0,0,0.2,0.155172413793103,0,0.309859154929577,NA,1,27.2670308346342,110.25,110.25,0,25056,0,110.25,24945.75
Recorredores,1,0,0,0,0,0.363636363636364,0.208333333333333,0,0.370503597122302,NA,1,36.1196550475433,142.416666666667,142.416666666667,0,2088,0,142.416666666667,1945.58333333333
Recorredores,2,0,0,0,0,0.363636363636364,0.180555555555556,0,0.338129496402878,NA,1,35.3939606030989,142.416666666667,142.416666666667,0,4176,0,142.416666666667,4033.58333333333
Recorredores,3,0,0,0,0,0.181818181818182,0.166666666666667,0,0.338129496402878,NA,1,35.3939606030989,142.416666666667,142.416666666667,0,6264,0,142.416666666667,6121.58333333333
Recorredores,4,0,0,0,0,0.181818181818182,0.166666666666667,0,0.31294964028777,NA,1,35.3939606030989,142.416666666667,142.416666666667,0,8352,0,142.416666666667,8209.58333333333
Recorredores,5,0,0,0,0,0.181818181818182,0.166666666666667,0,0.298561151079137,NA,1,35.3939606030989,142.416666666667,142.416666666667,0,10440,0,142.416666666667,10297.5833333333
Recorredores,6,0,0,0,0,0.181818181818182,0.166666666666667,0,0.287769784172662,NA,1,35.3939606030989,142.416666666667,142.416666666667,0,12528,0,142.416666666667,12385.5833333333
Recorredores,7,0,0,0,0,0.181818181818182,0.166666666666667,0,0.287769784172662,NA,1,35.3939606030989,142.416666666667,142.416666666667,0,14616,0,142.416666666667,14473.5833333333
Recorredores,8,0,0,0,0,0.181818181818182,0.166666666666667,0,0.287769784172662,NA,1,35.3939606030989,142.416666666667,142.416666666667,0,16704,0,142.416666666667,16561.5833333333
Recorredores,9,0,0,0,0,0.181818181818182,0.166666666666667,0,0.287769784172662,NA,1,35.3939606030989,142.416666666667,142.416666666667,0,18792,0,142.416666666667,18649.5833333333
Recorredores,10,0,0,0,0,0.181818181818182,0.166666666666667,0,0.287769784172662,NA,1,35.3939606030989,142.416666666667,142.416666666667,0,20880,0,142.416666666667,20737.5833333333
Recorredores,11,0,0,0,0,0.181818181818182,0.166666666666667,0,0.287769784172662,NA,1,35.3939606030989,142.416666666667,142.416666666667,0,22968,0,142.416666666667,22825.5833333333
Recorredores,12,0,0,0,0,0.181818181818182,0.166666666666667,0,0.287769784172662,NA,1,35.3939606030989,142.416666666667,142.416666666667,0,25056,0,142.416666666667,24913.5833333333
Recorredores,1,0,0,0,0,0.307692307692308,0.215909090909091,0,0.364985163204748,NA,1,40.7219642971953,172.75,172.75,0,2088,0,172.75,1915.25
Recorredores,2,0,0,0,0,0.307692307692308,0.215909090909091,0,0.317507418397626,NA,1,39.7566865194174,172.75,172.75,0,4176,0,172.75,4003.25
Recorredores,3,0,0,0,0,0.153846153846154,0.181818181818182,0,0.317507418397626,NA,1,39.7150198527507,172.75,172.75,0,6264,0,172.75,6091.25
Recorredores,4,0,0,0,0,0.153846153846154,0.181818181818182,0,0.317507418397626,NA,1,39.6837698527507,172.75,172.75,0,8352,0,172.75,8179.25
Recorredores,5,0,0,0,0,0.153846153846154,0.181818181818182,0,0.29080118694362,NA,1,39.6837698527507,172.75,172.75,0,10440,0,172.75,10267.25
Recorredores,6,0,0,0,0,0.153846153846154,0.181818181818182,0,0.281899109792285,NA,1,39.6837698527507,172.75,172.75,0,12528,0,172.75,12355.25
Recorredores,7,0,0,0,0,0.153846153846154,0.181818181818182,0,0.27299703264095,NA,1,39.6837698527507,172.75,172.75,0,14616,0,172.75,14443.25
Recorredores,8,0,0,0,0,0.153846153846154,0.181818181818182,0,0.27299703264095,NA,1,39.6837698527507,172.75,172.75,0,16704,0,172.75,16531.25
Recorredores,9,0,0,0,0,0.153846153846154,0.181818181818182,0,0.27299703264095,NA,1,39.6837698527507,172.75,172.75,0,18792,0,172.75,18619.25
Recorredores,10,0,0,0,0,0.153846153846154,0.181818181818182,0,0.27299703264095,NA,1,39.6837698527507,172.75,172.75,0,20880,0,172.75,20707.25
Recorredores,11,0,0,0,0,0.153846153846154,0.181818181818182,0,0.27299703264095,NA,1,39.6837698527507,172.75,172.75,0,22968,0,172.75,22795.25
Recorredores,12,0,0,0,0,0.153846153846154,0.181818181818182,0,0.27299703264095,NA,1,39.6837698527507,172.75,172.75,0,25056,0,172.75,24883.25
Supervisores,1,0,0,0,0,0.425925925925926,0.3125,0.530612244897959,0.388888888888889,64.9808792394279,NaN,0,113.066666666667,113.066666666667,0,2088,0,113.066666666667,1974.93333333333
Supervisores,2,0,0,0,0,0.425925925925926,0.3125,0.530612244897959,0.388888888888889,64.7899070172055,NaN,0,113.066666666667,113.066666666667,0,4176,0,113.066666666667,4062.93333333333
Supervisores,3,0,0,0,0,0.425925925925926,0.3125,0.530612244897959,0.388888888888889,64.7586570172055,NaN,0,113.066666666667,113.066666666667,0,6264,0,113.066666666667,6150.93333333333
Supervisores,4,0,0,0,0,0.425925925925926,0.3125,0.530612244897959,0.388888888888889,64.7482403505388,NaN,0,113.066666666667,113.066666666667,0,8352,0,113.066666666667,8238.93333333333
Supervisores,5,0,0,0,0,0.425925925925926,0.3125,0.530612244897959,0.388888888888889,64.7482403505388,NaN,0,113.066666666667,113.066666666667,0,10440,0,113.066666666667,10326.9333333333
Supervisores,6,0,0,0,0,0.425925925925926,0.3125,0.530612244897959,0.388888888888889,64.7482403505388,NaN,0,113.066666666667,113.066666666667,0,12528,0,113.066666666667,12414.9333333333
Supervisores,7,0,0,0,0,0.425925925925926,0.3125,0.530612244897959,0.388888888888889,64.7482403505388,NaN,0,113.066666666667,113.066666666667,0,14616,0,113.066666666667,14502.9333333333
Supervisores,8,0,0,0,0,0.425925925925926,0.3125,0.530612244897959,0.388888888888889,64.7482403505388,NaN,0,113.066666666667,113.066666666667,0,16704,0,113.066666666667,16590.9333333333
Supervisores,9,0,0,0,0,0.425925925925926,0.3125,0.530612244897959,0.388888888888889,64.7482403505388,NaN,0,113.066666666667,113.066666666667,0,18792,0,113.066666666667,18678.9333333333
Supervisores,10,0,0,0,0,0.425925925925926,0.3125,0.530612244897959,0.388888888888889,64.7482403505388,NaN,0,113.066666666667,113.066666666667,0,20880,0,113.066666666667,20766.9333333333
Supervisores,11,0,0,0,0,0.425925925925926,0.3125,0.530612244897959,0.388888888888889,64.7482403505388,NaN,0,113.066666666667,113.066666666667,0,22968,0,113.066666666667,22854.9333333333
Supervisores,12,0,0,0,0,0.425925925925926,0.3125,0.530612244897959,0.388888888888889,64.7482403505388,NaN,0,113.066666666667,113.066666666667,0,22968,0,113.066666666667,22854.9333333333
Supervisores,1,0,0,0,0,0.345679012345679,0.479166666666667,0.386206896551724,0.398809523809524,164.953674834016,NaN,0,323.4,323.4,0,2088,0,323.4,1764.6
Supervisores,2,0,0,0,0,0.339506172839506,0.479166666666667,0.372413793103448,0.345238095238095,170.92936927846,NaN,0,323.4,323.4,0,4176,0,323.4,3852.6
Supervisores,3,0,0,0,0,0.339506172839506,0.479166666666667,0.372413793103448,0.333333333333333,170.651591500682,NaN,0,323.4,323.4,0,6264,0,323.4,5940.6
Supervisores,4,0,0,0,0,0.339506172839506,0.4375,0.372413793103448,0.333333333333333,172.287008167348,NaN,0,323.4,323.4,0,8352,0,323.4,8028.6
Supervisores,5,0,0,0,0,0.339506172839506,0.4375,0.372413793103448,0.333333333333333,172.238397056237,NaN,0,323.4,323.4,0,10440,0,323.4,10116.6
Supervisores,6,0,0,0,0,0.339506172839506,0.416666666666667,0.372413793103448,0.333333333333333,172.231452611793,NaN,0,323.4,323.4,0,12528,0,323.4,12204.6
Supervisores,7,0,0,0,0,0.339506172839506,0.416666666666667,0.372413793103448,0.333333333333333,172.227980389571,NaN,0,323.4,323.4,0,14616,0,323.4,14292.6
Supervisores,8,0,0,0,0,0.339506172839506,0.416666666666667,0.372413793103448,0.333333333333333,172.227980389571,NaN,0,323.4,323.4,0,16704,0,323.4,16380.6
Supervisores,9,0,0,0,0,0.339506172839506,0.416666666666667,0.372413793103448,0.333333333333333,172.227980389571,NaN,0,323.4,323.4,0,18792,0,323.4,18468.6
Supervisores,10,0,0,0,0,0.339506172839506,0.416666666666667,0.372413793103448,0.333333333333333,172.227980389571,NaN,0,323.4,323.4,0,20880,0,323.4,20556.6
Supervisores,11,0,0,0,0,0.339506172839506,0.416666666666667,0.372413793103448,0.333333333333333,172.227980389571,NaN,0,323.4,323.4,0,22968,0,323.4,22644.6
Supervisores,12,0,0,0,0,0.339506172839506,0.416666666666667,0.372413793103448,0.333333333333333,172.227980389571,NaN,0,323.4,323.4,0,25056,0,323.4,24732.6
Supervisores,1,0,0,0,0,0.318518518518519,0.35,0.352697095435685,0.397727272727273,235.873866247017,NaN,0,533.733333333333,533.733333333333,0,2088,0,533.733333333333,1554.26666666667
Supervisores,2,0,0,0,0,0.337037037037037,0.375,0.336099585062241,0.34469696969697,258.162060691459,NaN,0,533.733333333333,533.733333333333,0,4176,0,533.733333333333,3642.26666666667
Supervisores,3,0,0,0,0,0.337037037037037,0.375,0.33195020746888,0.333333333333333,259.439838469237,NaN,0,533.733333333333,533.733333333333,0,6264,0,533.733333333333,5730.26666666667
Supervisores,4,0,0,0,0,0.337037037037037,0.375,0.33195020746888,0.333333333333333,261.839144024792,NaN,0,533.733333333333,533.733333333333,0,8352,0,533.733333333333,7818.26666666667
Supervisores,5,0,0,0,0,0.337037037037037,0.375,0.33195020746888,0.329545454545455,261.662060691459,NaN,0,533.733333333333,533.733333333333,0,10440,0,533.733333333333,9906.26666666667
Supervisores,6,0,0,0,0,0.337037037037037,0.375,0.33195020746888,0.329545454545455,262.49192180257,NaN,0,533.733333333333,533.733333333333,0,12528,0,533.733333333333,11994.2666666667
Supervisores,7,0,0,0,0,0.340740740740741,0.425,0.344398340248963,0.333333333333333,266.398171802569,NaN,0,533.733333333333,533.733333333333,0,14616,0,533.733333333333,14082.2666666667
Supervisores,8,0,0,0,0,0.340740740740741,0.425,0.344398340248963,0.333333333333333,266.394699580347,NaN,0,533.733333333333,533.733333333333,0,16704,0,533.733333333333,16170.2666666667
Supervisores,9,0,0,0,0,0.340740740740741,0.425,0.344398340248963,0.333333333333333,266.391227358125,NaN,0,533.733333333333,533.733333333333,0,18792,0,533.733333333333,18258.2666666667
Supervisores,10,0,0,0,0,0.340740740740741,0.4125,0.344398340248963,0.333333333333333,266.387755135903,NaN,0,533.733333333333,533.733333333333,0,20880,0,533.733333333333,20346.2666666667
Supervisores,11,0,0,0,0,0.340740740740741,0.4125,0.344398340248963,0.333333333333333,266.387755135903,NaN,0,533.733333333333,533.733333333333,0,22968,0,533.733333333333,22434.2666666667
Supervisores,12,0,0,0,0,0.340740740740741,0.4125,0.344398340248963,0.333333333333333,266.387755135903,NaN,0,533.733333333333,533.733333333333,0,25056,0,533.733333333333,24522.2666666667
Supervisores,1,0,0,0,0,0.298941798941799,0.383928571428571,0.359050445103858,0.383333333333333,310.239958497185,NaN,0,744.066666666667,744.066666666667,0,2088,0,744.066666666667,1343.93333333333
Supervisores,2,0,0,0,0,0.30952380952381,0.401785714285714,0.335311572700297,0.338888888888889,338.712180719403,NaN,0,744.066666666667,744.066666666667,0,4176,0,744.066666666667,3431.93333333333
Supervisores,3,0,0,0,0,0.314814814814815,0.401785714285714,0.341246290801187,0.344444444444444,351.642736274958,NaN,0,744.066666666667,744.066666666667,0,6264,0,744.066666666667,5519.93333333333
Supervisores,4,0,0,0,0,0.314814814814815,0.401785714285714,0.341246290801187,0.336111111111111,353.670514052735,NaN,0,744.066666666667,744.066666666667,0,8352,0,744.066666666667,7607.93333333333
Supervisores,5,0,0,0,0,0.317460317460317,0.401785714285714,0.344213649851632,0.330555555555556,354.476069608291,NaN,0,744.066666666667,744.066666666667,0,10440,0,744.066666666667,9695.93333333333
Supervisores,6,0,0,0,0,0.317460317460317,0.401785714285714,0.344213649851632,0.330555555555556,355.257319608291,NaN,0,744.066666666667,744.066666666667,0,12528,0,744.066666666667,11783.9333333333
Supervisores,7,0,0,0,0,0.322751322751323,0.455357142857143,0.353115727002967,0.333333333333333,360.104541830513,NaN,0,744.066666666667,744.066666666667,0,14616,0,744.066666666667,13871.9333333333
Supervisores,8,0,0,0,0,0.322751322751323,0.446428571428571,0.353115727002967,0.333333333333333,360.059402941624,NaN,0,744.066666666667,744.066666666667,0,16704,0,744.066666666667,15959.9333333333
Supervisores,9,0,0,0,0,0.322751322751323,0.4375,0.353115727002967,0.333333333333333,360.042041830513,NaN,0,744.066666666667,744.066666666667,0,18792,0,744.066666666667,18047.9333333333
Supervisores,10,0,0,0,0,0.322751322751323,0.4375,0.353115727002967,0.333333333333333,360.031625163846,NaN,0,744.066666666667,744.066666666667,0,20880,0,744.066666666667,20135.9333333333
Supervisores,11,0,0,0,0,0.322751322751323,0.4375,0.353115727002967,0.333333333333333,360.028152941624,NaN,0,744.066666666667,744.066666666667,0,22968,0,744.066666666667,22223.9333333333
Supervisores,12,0,0,0,0,0.322751322751323,0.428571428571429,0.353115727002967,0.333333333333333,360.024680719401,NaN,0,744.066666666667,744.066666666667,0,25056,0,744.066666666667,24311.9333333333
Supervisores,1,0,0,0,0,0.288065843621399,0.388888888888889,0.346420323325635,0.423245614035088,377.350056938424,NaN,0,954.4,954.4,0,2088,0,954.4,1133.6
Supervisores,2,0,0,0,0,0.308641975308642,0.402777777777778,0.323325635103926,0.333333333333333,424.266723605083,NaN,0,954.4,954.4,0,4176,0,954.4,3221.6
Supervisores,3,0,0,0,0,0.323045267489712,0.402777777777778,0.327944572748268,0.331140350877193,453.436862493971,NaN,0,954.4,954.4,0,6264,0,954.4,5309.6
Supervisores,4,0,0,0,0,0.320987654320988,0.402777777777778,0.323325635103926,0.333333333333333,457.20075138286,NaN,0,954.4,954.4,0,8352,0,954.4,7397.6
Supervisores,5,0,0,0,0,0.320987654320988,0.402777777777778,0.323325635103926,0.322368421052632,459.461168049526,NaN,0,954.4,954.4,0,10440,0,954.4,9485.6
Supervisores,6,0,0,0,0,0.323045267489712,0.402777777777778,0.325635103926097,0.322368421052632,460.291029160637,NaN,0,954.4,954.4,0,12528,0,954.4,11573.6
Supervisores,7,0,0,0,0,0.323045267489712,0.402777777777778,0.325635103926097,0.315789473684211,461.086168049526,NaN,0,954.4,954.4,0,14616,0,954.4,13661.6
Supervisores,8,0,0,0,0,0.323045267489712,0.402777777777778,0.325635103926097,0.31359649122807,461.027140271748,NaN,0,954.4,954.4,0,16704,0,954.4,15749.6
Supervisores,9,0,0,0,0,0.323045267489712,0.402777777777778,0.325635103926097,0.31359649122807,461.002834716192,NaN,0,954.4,954.4,0,18792,0,954.4,17837.6
Supervisores,10,0,0,0,0,0.323045267489712,0.402777777777778,0.325635103926097,0.31359649122807,460.978529160637,NaN,0,954.4,954.4,0,20880,0,954.4,19925.6
Supervisores,11,0,0,0,0,0.327160493827161,0.430555555555556,0.33256351039261,0.315789473684211,465.87436249397,NaN,0,954.4,954.4,0,22968,0,954.4,22013.6
Supervisores,12,0,0,0,0,0.327160493827161,0.423611111111111,0.33256351039261,0.315789473684211,465.867418049525,NaN,0,954.4,954.4,0,25056,0,954.4,24101.6
Supervisores,1,0,0,0,0.00181159420289855,0.269360269360269,0.340909090909091,0.334593572778828,0.459165154264973,428.590030113354,NaN,0,1164.73333333333,1163.73333333333,1,2088,0,1163.73333333333,924.266666666667
Supervisores,2,0,0,0,0,0.291245791245791,0.363636363636364,0.302457466918715,0.329710144927536,495.840030113344,NaN,0,1164.73333333333,1164.73333333333,0,4176,0,1164.73333333333,3011.26666666667
Supervisores,3,0,0,0,0,0.304713804713805,0.375,0.323251417769376,0.326086956521739,529.534474557786,NaN,0,1164.73333333333,1164.73333333333,0,6264,0,1164.73333333333,5099.26666666667
Supervisores,4,0,0,0,0,0.314814814814815,0.375,0.323251417769376,0.318840579710145,548.638641224452,NaN,0,1164.73333333333,1164.73333333333,0,8352,0,1164.73333333333,7187.26666666667
Supervisores,5,0,0,0,0,0.313131313131313,0.375,0.321361058601134,0.311594202898551,548.04141900223,NaN,0,1164.73333333333,1164.73333333333,0,10440,0,1164.73333333333,9275.26666666667
Supervisores,6,0,0,0,0,0.313131313131313,0.375,0.31758034026465,0.307971014492754,550.374752335563,NaN,0,1164.73333333333,1164.73333333333,0,12528,0,1164.73333333333,11363.2666666667
Supervisores,7,0,0,0,0,0.313131313131313,0.375,0.31758034026465,0.302536231884058,552.062252335562,NaN,0,1164.73333333333,1164.73333333333,0,14616,0,1164.73333333333,13451.2666666667
Supervisores,8,0,0,0,0,0.314814814814815,0.375,0.319470699432892,0.302536231884058,553.833085668896,NaN,0,1164.73333333333,1164.73333333333,0,16704,0,1164.73333333333,15539.2666666667
Supervisores,9,0,0,0,0,0.314814814814815,0.375,0.319470699432892,0.302536231884058,553.770585668896,NaN,0,1164.73333333333,1164.73333333333,0,18792,0,1164.73333333333,17627.2666666667
Supervisores,10,0,0,0,0,0.314814814814815,0.375,0.319470699432892,0.300724637681159,553.739335668895,NaN,0,1164.73333333333,1164.73333333333,0,20880,0,1164.73333333333,19715.2666666667
Supervisores,11,0,0,0,0,0.314814814814815,0.375,0.319470699432892,0.298913043478261,553.721974557784,NaN,0,1164.73333333333,1164.73333333333,0,22968,0,1164.73333333333,21803.2666666667
Supervisores,12,0,0,0,0,0.314814814814815,0.375,0.319470699432892,0.298913043478261,553.711557891118,NaN,0,1164.73333333333,1164.73333333333,0,25056,0,1164.73333333333,23891.2666666667
Mant. Electrico,1,0,0,NA,NA,0.307692307692308,0.733333333333333,NA,NA,104.19172957701,1,104.19172957701,295.8,295.8,0,2088,1.40000000000248,294.399999999997,1793.6
Mant. Electrico,2,0,0,NA,NA,0.27810650887574,0.466666666666667,NA,NA,99.5500629103431,1,99.5500629103431,295.8,295.8,0,4176,0,295.8,3880.2
Mant. Electrico,3,0,0,NA,NA,0.254437869822485,0.466666666666667,NA,NA,95.8833962436764,1,95.8833962436764,295.8,295.8,0,6264,0,295.8,5968.2
Mant. Electrico,4,0,0,NA,NA,0.254437869822485,0.466666666666667,NA,NA,98.6833962436762,1,98.6833962436762,295.8,295.8,0,8352,0,295.8,8056.2
Mant. Electrico,5,0,0,NA,NA,0.254437869822485,0.466666666666667,NA,NA,99.0167295770094,1,99.0167295770094,295.8,295.8,0,10440,0,295.8,10144.2
Mant. Electrico,6,0,0,NA,NA,0.254437869822485,0.466666666666667,NA,NA,98.6667295770094,1,98.6667295770094,295.8,295.8,0,12528,0,295.8,12232.2
Mant. Electrico,7,0,0,NA,NA,0.254437869822485,0.466666666666667,NA,NA,98.5667295770094,1,98.5667295770094,295.8,295.8,0,14616,0,295.8,14320.2
Mant. Electrico,8,0,0,NA,NA,0.254437869822485,0.466666666666667,NA,NA,98.5167295770094,1,98.5167295770094,295.8,295.8,0,16704,0,295.8,16408.2
Mant. Electrico,9,0,0,NA,NA,0.254437869822485,0.466666666666667,NA,NA,98.5167295770094,1,98.5167295770094,295.8,295.8,0,16704,0,295.8,16408.2
Mant. Electrico,10,0,0,NA,NA,0.254437869822485,0.466666666666667,NA,NA,98.5167295770094,1,98.5167295770094,295.8,295.8,0,16704,0,295.8,16408.2
Mant. Electrico,11,0,0,NA,NA,0.254437869822485,0.466666666666667,NA,NA,98.5167295770094,1,98.5167295770094,295.8,295.8,0,16704,0,295.8,16408.2
Mant. Electrico,12,0,0,NA,NA,0.254437869822485,0.466666666666667,NA,NA,98.5167295770094,1,98.5167295770094,295.8,295.8,0,16704,0,295.8,16408.2
Mant. Electrico,1,0,0,NA,NA,0.553719008264463,0.958333333333333,NA,NA,441.072955959042,1,441.072955959042,854.4,854.4,0,2088,24.2000000000072,830.199999999993,1257.80000000001
Mant. Electrico,2,0,0,NA,NA,0.336776859504132,0.6875,NA,NA,296.347955959041,1,296.347955959041,854.4,854.4,0,4176,3.20000000000118,851.199999999999,3324.8
Mant. Electrico,3,0,0,NA,NA,0.31404958677686,0.4375,NA,NA,282.706289292374,1,282.706289292374,854.4,854.4,0,6264,1.40000000000043,853,5411
Mant. Electrico,4,0,0,NA,NA,0.301652892561983,0.4375,NA,NA,276.364622625707,1,276.364622625707,854.4,854.4,0,8352,0,854.4,7497.6
Mant. Electrico,5,0,0,NA,NA,0.274793388429752,0.4375,NA,NA,272.456289292374,1,272.456289292374,854.4,854.4,0,10440,0,854.4,9585.6
Mant. Electrico,6,0,0,NA,NA,0.266528925619835,0.416666666666667,NA,NA,269.14795595904,1,269.14795595904,854.4,854.4,0,12528,0,854.4,11673.6
Mant. Electrico,7,0,0,NA,NA,0.256198347107438,0.375,NA,NA,267.189622625707,1,267.189622625707,854.4,854.4,0,14616,0,854.4,13761.6
Mant. Electrico,8,0,0,NA,NA,0.25,0.333333333333333,NA,NA,266.739622625707,1,266.739622625707,854.4,854.4,0,16704,0,854.4,15849.6
Mant. Electrico,9,0,0,NA,NA,0.247933884297521,0.333333333333333,NA,NA,274.34795595904,1,274.34795595904,854.4,854.4,0,18792,0,854.4,17937.6
Mant. Electrico,10,0,0,NA,NA,0.243801652892562,0.333333333333333,NA,NA,273.656289292373,1,273.656289292373,854.4,854.4,0,20880,0,854.4,20025.6
Mant. Electrico,11,0,0,NA,NA,0.241735537190083,0.333333333333333,NA,NA,273.231289292373,1,273.231289292373,854.4,854.4,0,22968,0,854.4,22113.6
Mant. Electrico,12,0,0,NA,NA,0.241735537190083,0.333333333333333,NA,NA,272.87295595904,1,272.87295595904,854.4,854.4,0,25056,0,854.4,24201.6
Mant. Electrico,1,0,0.120481927710843,NA,NA,0.668316831683168,0.958904109589041,NA,NA,1217.50543347405,1,1217.50543347405,1436.4,1417.2,19.2,2088,48.0000000000083,1369.19999999999,718.800000000008
Mant. Electrico,2,0,0,NA,NA,0.418316831683168,0.831325301204819,NA,NA,594.980433474048,1,594.980433474048,1436.4,1436.4,0,4176,15.0000000000105,1421.39999999999,2754.60000000001
Mant. Electrico,3,0,0,NA,NA,0.366336633663366,0.759036144578313,NA,NA,531.847100140712,1,531.847100140712,1436.4,1436.4,0,6264,2.39999999999986,1434,4830
Mant. Electrico,4,0,0,NA,NA,0.319306930693069,0.530120481927711,NA,NA,498.572100140712,1,498.572100140712,1436.4,1436.4,0,8352,0.400000000001683,1436,6916
Mant. Electrico,5,0,0,NA,NA,0.297029702970297,0.397590361445783,NA,NA,481.338766807379,1,481.338766807379,1436.4,1436.4,0,10440,0,1436.4,9003.6
Mant. Electrico,6,0,0,NA,NA,0.292079207920792,0.349397590361446,NA,NA,471.888766807378,1,471.888766807378,1436.4,1436.4,0,12528,0,1436.4,11091.6
Mant. Electrico,7,0,0,NA,NA,0.27970297029703,0.325301204819277,NA,NA,472.038766807378,1,472.038766807378,1436.4,1436.4,0,14616,0,1436.4,13179.6
Mant. Electrico,8,0,0,NA,NA,0.267326732673267,0.325301204819277,NA,NA,468.722100140711,1,468.722100140711,1436.4,1436.4,0,16704,0,1436.4,15267.6
Mant. Electrico,9,0,0,NA,NA,0.25990099009901,0.313253012048193,NA,NA,465.980433474044,1,465.980433474044,1436.4,1436.4,0,18792,0,1436.4,17355.6
Mant. Electrico,10,0,0,NA,NA,0.256188118811881,0.265060240963855,NA,NA,464.030433474044,1,464.030433474044,1436.4,1436.4,0,20880,0,1436.4,19443.6
Mant. Electrico,11,0,0,NA,NA,0.258663366336634,0.253012048192771,NA,NA,474.680433474044,1,474.680433474044,1436.4,1436.4,0,22968,0,1436.4,21531.6
Mant. Electrico,12,0,0,NA,NA,0.25990099009901,0.265060240963855,NA,NA,473.922100140711,1,473.922100140711,1436.4,1436.4,0,25056,0,1436.4,23619.6
Mant. Electrico,1,0.0114739629302736,0.179487179487179,NA,NA,0.723214285714286,0.989583333333333,NA,NA,2270.11937672906,0.989037758830694,2320.8846321011,2011.8,1950.6,61.2,2088,84.0000000000095,1866.59999999999,221.40000000001
Mant. Electrico,2,0,0,NA,NA,0.491615180935569,0.931623931623932,NA,NA,919.509632101098,1,919.509632101098,2011.8,2011.8,0,4176,27.2000000000111,1984.59999999999,2191.40000000001
Mant. Electrico,3,0,0,NA,NA,0.378640776699029,0.811965811965812,NA,NA,750.434632101096,1,750.434632101096,2011.8,2011.8,0,6264,6.20000000000033,2005.6,4258.4
Mant. Electrico,4,0,0,NA,NA,0.315975286849073,0.581196581196581,NA,NA,692.792965434428,1,692.792965434428,2011.8,2011.8,0,8352,1.0000000000008,2010.8,6341.2
Mant. Electrico,5,0,0,NA,NA,0.314210061782877,0.47008547008547,NA,NA,686.184632101094,1,686.184632101094,2011.8,2011.8,0,10440,0.800000000001319,2011,8429
Mant. Electrico,6,0,0,NA,NA,0.296557811120918,0.393162393162393,NA,NA,665.676298767761,1,665.676298767761,2011.8,2011.8,0,12528,0.199999999999818,2011.6,10516.4
Mant. Electrico,7,0,0,NA,NA,0.293027360988526,0.358974358974359,NA,NA,664.342965434427,1,664.342965434427,2011.8,2011.8,0,14616,0,2011.8,12604.2
Mant. Electrico,8,0,0,NA,NA,0.280670785525154,0.341880341880342,NA,NA,655.65129876776,1,655.65129876776,2011.8,2011.8,0,16704,0,2011.8,14692.2
Mant. Electrico,9,0,0,NA,NA,0.270962047661077,0.341880341880342,NA,NA,649.80129876776,1,649.80129876776,2011.8,2011.8,0,18792,0,2011.8,16780.2
Mant. Electrico,10,0,0,NA,NA,0.272727272727273,0.333333333333333,NA,NA,645.35129876776,1,645.35129876776,2011.8,2011.8,0,20880,0,2011.8,18868.2
Mant. Electrico,11,0,0,NA,NA,0.269196822594881,0.290598290598291,NA,NA,642.32629876776,1,642.32629876776,2011.8,2011.8,0,22968,0,2011.8,20956.2
